index,val
2998,0
2999,0
3000,0
3001,0
3002,1
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,0
3010,0
3011,1
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,2
3073,12
3074,23
3075,34
3076,42
3077,51
3078,61
3079,69
3080,76
3081,83
3082,89
3083,98
3084,104
3085,111
3086,117
3087,122
3088,128
3089,134
3090,139
3091,143
3092,149
3093,153
3094,158
3095,161
3096,165
3097,170
3098,172
3099,176
3100,179
3101,182
3102,186
3103,188
3104,191
3105,194
3106,196
3107,200
3108,201
3109,203
3110,206
3111,208
3112,210
3113,211
3114,214
3115,216
3116,217
3117,219
3118,221
3119,222
3120,223
3121,225
3122,225
3123,227
3124,229
3125,230
3126,230
3127,231
3128,232
3129,233
3130,234
3131,235
3132,236
3133,237
3134,238
3135,239
3136,240
3137,240
3138,241
3139,242
3140,242
3141,242
3142,242
3143,244
3144,244
3145,244
3146,244
3147,245
3148,246
3149,245
3150,247
3151,247
3152,247
3153,247
3154,248
3155,248
3156,248
3157,249
3158,249
3159,249
3160,250
3161,249
3162,249
3163,250
3164,250
3165,250
3166,252
3167,250
3168,252
3169,251
3170,251
3171,252
3172,251
3173,252
3174,252
3175,252
3176,252
3177,253
3178,253
3179,252
3180,252
3181,253
3182,253
3183,253
3184,252
3185,253
3186,253
3187,254
3188,254
3189,253
3190,254
3191,254
3192,255
3193,254
3194,254
3195,255
3196,254
3197,254
3198,254
3199,254
3200,254
3201,254
3202,254
3203,254
3204,254
3205,254
3206,255
3207,254
3208,255
3209,254
3210,255
3211,255
3212,255
3213,255
3214,255
3215,254
3216,255
3217,255
3218,255
3219,255
3220,255
3221,254
3222,255
3223,254
3224,254
3225,255
3226,255
3227,254
3228,255
3229,255
3230,255
3231,255
3232,255
3233,254
3234,255
3235,254
3236,255
3237,255
3238,255
3239,255
3240,255
3241,255
3242,255
3243,255
3244,255
3245,254
3246,254
3247,255
3248,254
3249,255
3250,254
3251,255
3252,255
3253,255
3254,255
3255,255
3256,255
3257,255
3258,255
3259,255
3260,255
3261,255
3262,255
3263,255
3264,255
3265,255
3266,255
3267,255
3268,255
3269,255
3270,255
3271,255
3272,255
3273,255
3274,255
3275,255
3276,255
3277,254
3278,255
3279,255
3280,254
3281,255
3282,255
3283,255
3284,255
3285,254
3286,255
3287,254
3288,255
3289,255
3290,255
3291,255
3292,254
3293,255
3294,255
3295,255
3296,255
3297,255
3298,255
3299,255
3300,254
3301,255
3302,255
3303,255
3304,255
3305,255
3306,254
3307,255
3308,255
3309,255
3310,255
3311,255
3312,255
3313,255
3314,255
3315,255
3316,255
3317,255
3318,255
3319,255
3320,255
3321,255
3322,255
3323,255
3324,254
3325,255
3326,255
3327,255
3328,255
3329,255
3330,254
3331,255
3332,255
3333,255
3334,255
3335,255
3336,255
3337,255
3338,255
3339,255
3340,255
3341,255
3342,255
3343,255
3344,255
3345,254
3346,255
3347,255
3348,255
3349,255
3350,255
3351,254
3352,255
3353,255
3354,255
3355,255
3356,255
3357,255
3358,255
3359,255
3360,255
3361,255
3362,255
3363,255
3364,255
3365,255
3366,255
3367,255
3368,255
3369,255
3370,255
3371,255
3372,255
3373,254
3374,255
3375,255
3376,255
3377,255
3378,255
3379,254
3380,255
3381,255
3382,255
3383,255
3384,255
3385,254
3386,255
3387,255
3388,255
3389,255
3390,255
3391,255
3392,255
3393,255
3394,254
3395,255
3396,255
3397,255
3398,255
3399,255
3400,255
3401,255
3402,255
3403,255
3404,255
3405,255
3406,255
3407,255
3408,255
3409,255
3410,255
3411,255
3412,255
3413,255
3414,255
3415,255
3416,255
3417,255
3418,255
3419,255
3420,255
3421,255
3422,254
3423,255
3424,255
3425,255
3426,255
3427,255
3428,255
3429,255
3430,255
3431,255
3432,255
3433,255
3434,254
3435,255
3436,255
3437,255
3438,255
3439,255
3440,255
3441,255
3442,255
3443,255
3444,254
3445,255
3446,255
3447,255
3448,255
3449,255
3450,255
3451,255
3452,255
3453,255
3454,255
3455,255
3456,255
3457,255
3458,255
3459,254
3460,254
3461,255
3462,255
3463,254
3464,255
3465,255
3466,255
3467,255
3468,255
3469,255
3470,255
3471,255
3472,255
3473,255
3474,255
3475,255
3476,255
3477,255
3478,255
3479,255
3480,255
3481,255
3482,255
3483,254
3484,255
3485,255
3486,255
3487,255
3488,255
3489,255
3490,255
3491,255
3492,255
3493,255
3494,255
3495,255
3496,255
3497,255
3498,255
3499,255
3500,255
3501,255
3502,255
3503,255
3504,255
3505,255
3506,254
3507,255
3508,255
3509,255
3510,255
3511,255
3512,254
3513,255
3514,255
3515,255
3516,255
3517,255
3518,254
3519,255
3520,255
3521,255
3522,255
3523,255
3524,254
3525,255
3526,254
3527,255
3528,255
3529,254
3530,255
3531,255
3532,255
3533,255
3534,255
3535,255
3536,255
3537,255
3538,255
3539,254
3540,255
3541,255
3542,255
3543,255
3544,255
3545,255
3546,255
3547,255
3548,255
3549,255
3550,255
3551,255
3552,255
3553,255
3554,255
3555,255
3556,255
3557,255
3558,255
3559,255
3560,255
3561,255
3562,255
3563,255
3564,255
3565,254
3566,255
3567,255
3568,255
3569,255
3570,255
3571,255
3572,255
3573,255
3574,255
3575,255
3576,255
3577,255
3578,254
3579,255
3580,255
3581,255
3582,255
3583,255
3584,254
3585,243
3586,232
3587,223
3588,214
3589,205
3590,197
3591,189
3592,181
3593,173
3594,166
3595,159
3596,153
3597,147
3598,140
3599,133
3600,129
3601,124
3602,118
3603,114
3604,109
3605,105
3606,99
3607,96
3608,92
3609,88
3610,83
3611,81
3612,78
3613,74
3614,72
3615,70
3616,65
3617,62
3618,60
3619,58
3620,56
3621,53
3622,51
3623,49
3624,47
3625,45
3626,43
3627,41
3628,40
3629,38
3630,36
3631,36
3632,33
3633,32
3634,30
3635,30
3636,28
3637,27
3638,27
3639,24
3640,24
3641,23
3642,21
3643,21
3644,20
3645,19
3646,18
3647,18
3648,18
3649,17
3650,15
3651,15
3652,15
3653,13
3654,13
3655,13
3656,12
3657,12
3658,11
3659,10
3660,10
3661,9
3662,9
3663,9
3664,9
3665,7
3666,8
3667,8
3668,6
3669,8
3670,6
3671,6
3672,6
3673,5
3674,6
3675,5
3676,4
3677,5
3678,4
3679,4
3680,5
3681,4
3682,3
3683,3
3684,3
3685,3
3686,3
3687,3
3688,3
3689,2
3690,2
3691,2
3692,3
3693,2
3694,2
3695,1
3696,2
3697,2
3698,2
3699,2
3700,1
3701,2
3702,1
3703,0
3704,1
3705,1
3706,0
3707,2
3708,1
3709,1
3710,1
3711,0
3712,0
3713,0
3714,0
3715,0
3716,1
3717,1
3718,0
3719,1
3720,0
3721,0
3722,0
3723,1
3724,0
3725,1
3726,0
3727,0
3728,1
3729,1
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,1
3744,0
3745,1
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,1
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,1
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,0
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,0
3837,1
3838,1
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,1
3918,0
3919,0
3920,0
3921,0
3922,0
3923,0
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,0
3946,0
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,1
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0
3968,0
3969,0
3970,0
3971,0
3972,0
3973,0
3974,0
3975,0
3976,0
3977,0
3978,0
3979,0
3980,1
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,0
4023,0
4024,0
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,1
4046,0
4047,0
4048,0
4049,0
4050,0
4051,0
4052,1
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0
4062,0
4063,0
4064,0
4065,0
4066,0
4067,0
4068,0
4069,0
4070,0
4071,0
4072,0
4073,0
4074,0
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,2
4097,14
4098,23
4099,33
4100,43
4101,52
4102,60
4103,68
4104,75
4105,85
4106,91
4107,97
4108,104
4109,111
4110,116
4111,122
4112,127
4113,134
4114,138
4115,143
4116,148
4117,154
4118,158
4119,160
4120,165
4121,170
4122,171
4123,176
4124,179
4125,182
4126,186
4127,188
4128,192
4129,195
4130,197
4131,199
4132,201
4133,204
4134,205
4135,208
4136,210
4137,212
4138,214
4139,216
4140,218
4141,219
4142,220
4143,221
4144,224
4145,225
4146,225
4147,226
4148,228
4149,228
4150,231
4151,231
4152,233
4153,234
4154,235
4155,235
4156,236
4157,236
4158,238
4159,238
4160,239
4161,240
4162,241
4163,241
4164,242
4165,242
4166,243
4167,243
4168,244
4169,245
4170,245
4171,245
4172,245
4173,247
4174,245
4175,247
4176,246
4177,248
4178,248
4179,248
4180,248
4181,250
4182,249
4183,250
4184,249
4185,249
4186,249
4187,250
4188,251
4189,250
4190,250
4191,252
4192,251
4193,251
4194,252
4195,252
4196,252
4197,251
4198,252
4199,253
4200,251
4201,252
4202,253
4203,254
4204,253
4205,253
4206,253
4207,252
4208,254
4209,253
4210,254
4211,253
4212,254
4213,254
4214,254
4215,254
4216,254
4217,254
4218,254
4219,254
4220,253
4221,254
4222,254
4223,254
4224,255
4225,254
4226,255
4227,255
4228,255
4229,255
4230,255
4231,255
4232,255
4233,255
4234,254
4235,255
4236,255
4237,254
4238,255
4239,255
4240,255
4241,254
4242,254
4243,255
4244,254
4245,253
4246,255
4247,255
4248,254
4249,255
4250,255
4251,255
4252,255
4253,254
4254,255
4255,254
4256,254
4257,255
4258,255
4259,255
4260,255
4261,255
4262,255
4263,255
4264,255
4265,255
4266,255
4267,255
4268,255
4269,255
4270,255
4271,255
4272,255
4273,255
4274,255
4275,255
4276,255
4277,255
4278,255
4279,255
4280,255
4281,254
4282,255
4283,255
4284,255
4285,255
4286,255
4287,255
4288,255
4289,255
4290,255
4291,255
4292,255
4293,255
4294,255
4295,254
4296,255
4297,255
4298,255
4299,255
4300,255
4301,255
4302,255
4303,255
4304,255
4305,254
4306,254
4307,255
4308,255
4309,255
4310,255
4311,255
4312,255
4313,255
4314,255
4315,255
4316,255
4317,255
4318,255
4319,255
4320,255
4321,255
4322,254
4323,255
4324,255
4325,255
4326,254
4327,255
4328,255
4329,255
4330,255
4331,255
4332,255
4333,255
4334,255
4335,254
4336,254
4337,255
4338,255
4339,255
4340,255
4341,255
4342,255
4343,254
4344,255
4345,255
4346,255
4347,255
4348,255
4349,255
4350,254
4351,255
4352,255
4353,255
4354,255
4355,255
4356,254
4357,255
4358,255
4359,255
4360,255
4361,255
4362,255
4363,255
4364,255
4365,255
4366,255
4367,255
4368,255
4369,254
4370,255
4371,255
4372,255
4373,255
4374,255
4375,255
4376,254
4377,255
4378,255
4379,255
4380,255
4381,255
4382,254
4383,255
4384,255
4385,255
4386,255
4387,255
4388,255
4389,255
4390,255
4391,255
4392,255
4393,255
4394,254
4395,254
4396,255
4397,255
4398,254
4399,255
4400,254
4401,255
4402,255
4403,255
4404,255
4405,255
4406,255
4407,254
4408,255
4409,255
4410,255
4411,255
4412,255
4413,255
4414,255
4415,255
4416,255
4417,254
4418,255
4419,255
4420,255
4421,255
4422,255
4423,255
4424,255
4425,255
4426,255
4427,255
4428,255
4429,255
4430,255
4431,255
4432,255
4433,255
4434,255
4435,255
4436,255
4437,255
4438,255
4439,255
4440,255
4441,255
4442,255
4443,255
4444,255
4445,255
4446,255
4447,255
4448,255
4449,255
4450,255
4451,255
4452,255
4453,255
4454,255
4455,254
4456,255
4457,255
4458,255
4459,255
4460,255
4461,255
4462,255
4463,255
4464,254
4465,255
4466,255
4467,255
4468,255
4469,255
4470,255
4471,255
4472,254
4473,255
4474,255
4475,255
4476,254
4477,255
4478,255
4479,255
4480,255
4481,255
4482,255
4483,255
4484,254
4485,254
4486,255
4487,255
4488,255
4489,255
4490,255
4491,255
4492,255
4493,255
4494,255
4495,255
4496,255
4497,255
4498,255
4499,255
4500,255
4501,255
4502,255
4503,255
4504,255
4505,255
4506,255
4507,255
4508,255
4509,255
4510,255
4511,255
4512,255
4513,254
4514,255
4515,255
4516,255
4517,254
4518,255
4519,255
4520,255
4521,255
4522,254
4523,255
4524,255
4525,255
4526,255
4527,255
4528,255
4529,255
4530,255
4531,255
4532,255
4533,255
4534,255
4535,255
4536,255
4537,255
4538,255
4539,255
4540,255
4541,255
4542,255
4543,255
4544,255
4545,255
4546,255
4547,255
4548,255
4549,255
4550,255
4551,255
4552,255
4553,255
4554,255
4555,255
4556,255
4557,255
4558,255
4559,254
4560,255
4561,255
4562,255
4563,255
4564,255
4565,255
4566,255
4567,255
4568,255
4569,255
4570,255
4571,255
4572,255
4573,255
4574,255
4575,255
4576,255
4577,255
4578,255
4579,255
4580,255
4581,255
4582,255
4583,255
4584,255
4585,255
4586,255
4587,255
4588,255
4589,255
4590,255
4591,255
4592,255
4593,255
4594,255
4595,255
4596,255
4597,254
4598,255
4599,255
4600,255
4601,255
4602,255
4603,255
4604,255
4605,255
4606,255
4607,255
4608,253
4609,243
4610,232
4611,224
4612,215
4613,205
4614,197
4615,189
4616,181
4617,173
4618,167
4619,159
4620,152
4621,147
4622,140
4623,135
4624,130
4625,125
4626,119
4627,114
4628,108
4629,104
4630,101
4631,95
4632,92
4633,88
4634,84
4635,82
4636,77
4637,74
4638,71
4639,68
4640,64
4641,64
4642,61
4643,58
4644,55
4645,52
4646,52
4647,49
4648,46
4649,45
4650,43
4651,41
4652,39
4653,38
4654,36
4655,35
4656,35
4657,32
4658,31
4659,30
4660,28
4661,26
4662,27
4663,25
4664,22
4665,22
4666,21
4667,21
4668,20
4669,19
4670,19
4671,18
4672,17
4673,17
4674,16
4675,15
4676,15
4677,14
4678,12
4679,12
4680,12
4681,11
4682,11
4683,11
4684,10
4685,8
4686,9
4687,9
4688,9
4689,8
4690,8
4691,7
4692,7
4693,6
4694,6
4695,6
4696,6
4697,5
4698,4
4699,4
4700,5
4701,5
4702,5
4703,4
4704,3
4705,3
4706,4
4707,4
4708,2
4709,3
4710,3
4711,3
4712,3
4713,3
4714,3
4715,2
4716,2
4717,3
4718,3
4719,1
4720,1
4721,2
4722,1
4723,2
4724,2
4725,2
4726,2
4727,1
4728,1
4729,2
4730,2
4731,0
4732,1
4733,0
4734,0
4735,1
4736,1
4737,0
4738,0
4739,0
4740,1
4741,1
4742,0
4743,0
4744,0
4745,0
4746,1
4747,0
4748,1
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,1
4757,0
4758,1
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,1
4930,1
4931,0
4932,0
4933,0
4934,0
4935,0
4936,0
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,1
5003,0
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,1
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,1
5080,0
5081,1
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,3
5121,12
5122,23
5123,33
5124,42
5125,52
5126,60
5127,67
5128,76
5129,83
5130,91
5131,98
5132,104
5133,110
5134,117
5135,122
5136,128
5137,134
5138,138
5139,143
5140,149
5141,153
5142,158
5143,161
5144,167
5145,169
5146,172
5147,176
5148,179
5149,183
5150,186
5151,188
5152,193
5153,194
5154,198
5155,199
5156,201
5157,204
5158,206
5159,208
5160,210
5161,213
5162,214
5163,216
5164,216
5165,218
5166,219
5167,222
5168,224
5169,224
5170,226
5171,227
5172,228
5173,230
5174,230
5175,232
5176,234
5177,233
5178,235
5179,235
5180,236
5181,237
5182,238
5183,239
5184,240
5185,240
5186,241
5187,240
5188,241
5189,243
5190,242
5191,243
5192,244
5193,245
5194,245
5195,245
5196,245
5197,246
5198,246
5199,247
5200,247
5201,248
5202,249
5203,248
5204,249
5205,248
5206,248
5207,249
5208,250
5209,250
5210,250
5211,250
5212,250
5213,251
5214,250
5215,252
5216,251
5217,251
5218,252
5219,251
5220,252
5221,252
5222,252
5223,252
5224,251
5225,252
5226,252
5227,253
5228,254
5229,252
5230,253
5231,253
5232,253
5233,254
5234,253
5235,253
5236,253
5237,253
5238,253
5239,254
5240,254
5241,253
5242,255
5243,254
5244,254
5245,255
5246,254
5247,254
5248,253
5249,254
5250,254
5251,255
5252,254
5253,255
5254,255
5255,255
5256,255
5257,254
5258,254
5259,254
5260,255
5261,255
5262,254
5263,254
5264,253
5265,255
5266,255
5267,255
5268,254
5269,255
5270,255
5271,254
5272,255
5273,255
5274,254
5275,255
5276,255
5277,254
5278,255
5279,255
5280,255
5281,255
5282,255
5283,254
5284,255
5285,255
5286,255
5287,255
5288,255
5289,255
5290,255
5291,255
5292,255
5293,255
5294,255
5295,255
5296,254
5297,255
5298,255
5299,255
5300,255
5301,255
5302,255
5303,255
5304,255
5305,255
5306,254
5307,255
5308,255
5309,255
5310,255
5311,255
5312,255
5313,255
5314,255
5315,255
5316,254
5317,255
5318,254
5319,254
5320,255
5321,255
5322,255
5323,255
5324,255
5325,255
5326,255
5327,255
5328,255
5329,255
5330,255
5331,255
5332,255
5333,254
5334,255
5335,255
5336,255
5337,255
5338,255
5339,255
5340,255
5341,255
5342,255
5343,255
5344,255
5345,255
5346,255
5347,255
5348,254
5349,255
5350,254
5351,255
5352,255
5353,255
5354,255
5355,254
5356,255
5357,254
5358,255
5359,255
5360,255
5361,255
5362,255
5363,255
5364,255
5365,255
5366,255
5367,255
5368,255
5369,255
5370,255
5371,254
5372,255
5373,255
5374,255
5375,255
5376,255
5377,255
5378,255
5379,255
5380,255
5381,254
5382,255
5383,255
5384,254
5385,254
5386,255
5387,255
5388,255
5389,254
5390,255
5391,255
5392,255
5393,255
5394,255
5395,255
5396,255
5397,255
5398,255
5399,255
5400,255
5401,255
5402,255
5403,255
5404,255
5405,255
5406,255
5407,255
5408,255
5409,255
5410,255
5411,255
5412,255
5413,255
5414,255
5415,255
5416,255
5417,255
5418,255
5419,255
5420,255
5421,255
5422,255
5423,255
5424,255
5425,255
5426,254
5427,255
5428,255
5429,255
5430,255
5431,255
5432,255
5433,255
5434,255
5435,255
5436,255
5437,255
5438,254
5439,255
5440,255
5441,255
5442,255
5443,255
5444,255
5445,255
5446,255
5447,255
5448,255
5449,255
5450,255
5451,255
5452,255
5453,255
5454,255
5455,255
5456,255
5457,254
5458,255
5459,255
5460,255
5461,255
5462,255
5463,255
5464,255
5465,255
5466,255
5467,254
5468,255
5469,255
5470,255
5471,255
5472,255
5473,255
5474,254
5475,255
5476,255
5477,255
5478,255
5479,255
5480,255
5481,255
5482,255
5483,255
5484,255
5485,254
5486,255
5487,255
5488,255
5489,255
5490,255
5491,255
5492,254
5493,255
5494,255
5495,255
5496,255
5497,255
5498,254
5499,255
5500,255
5501,255
5502,255
5503,254
5504,255
5505,255
5506,255
5507,255
5508,255
5509,255
5510,255
5511,255
5512,254
5513,255
5514,255
5515,255
5516,255
5517,255
5518,255
5519,255
5520,255
5521,255
5522,255
5523,255
5524,255
5525,255
5526,255
5527,255
5528,255
5529,254
5530,255
5531,255
5532,255
5533,255
5534,255
5535,255
5536,255
5537,255
5538,255
5539,255
5540,255
5541,254
5542,254
5543,255
5544,255
5545,255
5546,255
5547,255
5548,255
5549,255
5550,255
5551,255
5552,255
5553,255
5554,254
5555,255
5556,255
5557,255
5558,253
5559,255
5560,255
5561,254
5562,255
5563,255
5564,255
5565,255
5566,255
5567,255
5568,255
5569,255
5570,255
5571,255
5572,255
5573,255
5574,255
5575,255
5576,255
5577,255
5578,255
5579,255
5580,255
5581,255
5582,255
5583,255
5584,255
5585,255
5586,255
5587,255
5588,255
5589,254
5590,255
5591,255
5592,255
5593,254
5594,255
5595,255
5596,255
5597,255
5598,255
5599,255
5600,255
5601,255
5602,255
5603,255
5604,255
5605,255
5606,254
5607,255
5608,255
5609,255
5610,255
5611,254
5612,255
5613,255
5614,255
5615,254
5616,255
5617,255
5618,254
5619,255
5620,255
5621,255
5622,255
5623,255
5624,255
5625,255
5626,255
5627,255
5628,255
5629,255
5630,255
5631,255
5632,254
5633,243
5634,232
5635,223
5636,214
5637,205
5638,197
5639,189
5640,181
5641,173
5642,167
5643,159
5644,152
5645,147
5646,140
5647,136
5648,130
5649,124
5650,118
5651,114
5652,109
5653,105
5654,101
5655,95
5656,91
5657,88
5658,85
5659,81
5660,78
5661,74
5662,71
5663,69
5664,66
5665,63
5666,60
5667,58
5668,56
5669,54
5670,50
5671,48
5672,47
5673,44
5674,43
5675,41
5676,41
5677,38
5678,36
5679,35
5680,34
5681,32
5682,31
5683,30
5684,28
5685,27
5686,26
5687,25
5688,24
5689,23
5690,22
5691,21
5692,20
5693,19
5694,17
5695,17
5696,17
5697,16
5698,16
5699,15
5700,14
5701,14
5702,13
5703,12
5704,12
5705,11
5706,11
5707,11
5708,10
5709,10
5710,10
5711,9
5712,8
5713,9
5714,8
5715,7
5716,7
5717,6
5718,6
5719,6
5720,6
5721,6
5722,4
5723,5
5724,5
5725,6
5726,4
5727,5
5728,3
5729,5
5730,4
5731,4
5732,4
5733,4
5734,3
5735,3
5736,3
5737,3
5738,2
5739,3
5740,3
5741,3
5742,2
5743,1
5744,1
5745,2
5746,1
5747,2
5748,1
5749,2
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,1
5759,1
5760,0
5761,1
5762,1
5763,1
5764,2
5765,0
5766,1
5767,0
5768,0
5769,0
5770,0
5771,1
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,1
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,0
5794,0
5795,0
5796,0
